sector,hora,timestamp,zona,tramo,consumo_base_m3,consumo_proyectado_m3,multiplicador_llm,confianza_llm,variacion_pct,alerta,p85_historico,p15_historico,factores_activos
Bº LOS ÁNGELES,11,2026-04-06 11:00:00,ZONA_NORTE,manana,38.93,39.249,1.0082,0.85,0.82,🟢 NORMAL,42.601,35.034,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
Bº LOS ÁNGELES,12,2026-04-06 12:00:00,ZONA_NORTE,manana,22.695,22.881,1.0082,0.85,0.82,🟢 NORMAL,39.188,30.302,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
Bº LOS ÁNGELES,13,2026-04-06 13:00:00,ZONA_NORTE,manana,21.781,21.959,1.0082,0.85,0.82,🟢 NORMAL,24.255,15.973,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
Bº LOS ÁNGELES,14,2026-04-06 14:00:00,ZONA_NORTE,tarde,7.549,7.514,0.9954,0.85,-0.46,🟢 NORMAL,30.319,19.967,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
Bº LOS ÁNGELES,15,2026-04-06 15:00:00,ZONA_NORTE,tarde,24.198,24.087,0.9954,0.85,-0.46,🟢 NORMAL,27.287,17.97,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
Bº LOS ÁNGELES,16,2026-04-06 16:00:00,ZONA_NORTE,tarde,23.428,23.321,0.9954,0.85,-0.46,🟢 NORMAL,21.223,13.977,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
Bº LOS ÁNGELES,17,2026-04-06 17:00:00,ZONA_NORTE,tarde,25.844,25.726,0.9954,0.85,-0.46,🟢 NORMAL,18.191,11.98,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
Bº LOS ÁNGELES,18,2026-04-06 18:00:00,ZONA_NORTE,tarde,23.428,23.321,0.9954,0.85,-0.46,🟢 NORMAL,21.223,13.977,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
Bº LOS ÁNGELES,19,2026-04-06 19:00:00,ZONA_NORTE,tarde,24.198,24.087,0.9954,0.85,-0.46,🟢 NORMAL,27.287,17.97,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
Bº LOS ÁNGELES,20,2026-04-06 20:00:00,ZONA_NORTE,tarde,0.1,0.1,0.9954,0.85,-0.46,🟢 NORMAL,33.351,21.963,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
Bº LOS ÁNGELES,21,2026-04-06 21:00:00,ZONA_NORTE,tarde,852.954,849.07,0.9954,0.85,-0.46,🟢 NORMAL,36.382,23.96,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
Bº LOS ÁNGELES,22,2026-04-06 22:00:00,ZONA_NORTE,noche,23.691,23.542,0.9937,0.85,-0.63,🟢 NORMAL,27.287,17.97,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
Bº LOS ÁNGELES,23,2026-04-06 23:00:00,ZONA_NORTE,noche,23.843,23.693,0.9937,0.85,-0.63,🟢 NORMAL,21.223,13.977,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
CABO HUERTAS - PLAYA,0,2026-04-06 00:00:00,PLAYA_SAN_JUAN,noche,77.399,75.591,0.9766,0.85,-2.34,🟢 NORMAL,95.135,67.38,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,1,2026-04-06 01:00:00,PLAYA_SAN_JUAN,noche,35.794,34.958,0.9766,0.85,-2.34,🟢 NORMAL,48.09,22.7,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,2,2026-04-06 02:00:00,PLAYA_SAN_JUAN,noche,31.85,31.106,0.9766,0.85,-2.34,🟢 NORMAL,44.695,22.555,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,3,2026-04-06 03:00:00,PLAYA_SAN_JUAN,noche,34.0,33.205,0.9766,0.85,-2.34,🟢 NORMAL,44.55,20.748,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,4,2026-04-06 04:00:00,PLAYA_SAN_JUAN,noche,0.1,0.098,0.9766,0.85,-2.34,🟢 NORMAL,40.015,18.65,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,5,2026-04-06 05:00:00,PLAYA_SAN_JUAN,noche,0.1,0.098,0.9766,0.85,-2.34,🟢 NORMAL,42.18,15.9,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,6,2026-04-06 06:00:00,PLAYA_SAN_JUAN,manana,18.781,18.455,0.9827,0.85,-1.73,🟢 NORMAL,31.255,14.798,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,7,2026-04-06 07:00:00,PLAYA_SAN_JUAN,manana,159.944,157.175,0.9827,0.85,-1.73,🟢 NORMAL,34.435,16.4,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,8,2026-04-06 08:00:00,PLAYA_SAN_JUAN,manana,13.063,12.836,0.9827,0.85,-1.73,🟢 NORMAL,41.51,21.395,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,9,2026-04-06 09:00:00,PLAYA_SAN_JUAN,manana,37.845,37.19,0.9827,0.85,-1.73,🟢 NORMAL,48.875,24.7,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,10,2026-04-06 10:00:00,PLAYA_SAN_JUAN,manana,0.1,0.098,0.9827,0.85,-1.73,🟢 NORMAL,47.8,25.712,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,11,2026-04-06 11:00:00,PLAYA_SAN_JUAN,manana,22.695,22.302,0.9827,0.85,-1.73,🟢 NORMAL,46.15,25.975,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,12,2026-04-06 12:00:00,PLAYA_SAN_JUAN,manana,22.678,22.285,0.9827,0.85,-1.73,🟢 NORMAL,43.99,25.08,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,13,2026-04-06 13:00:00,PLAYA_SAN_JUAN,manana,133.424,131.114,0.9827,0.85,-1.73,🟢 NORMAL,152.216,107.808,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,14,2026-04-06 14:00:00,PLAYA_SAN_JUAN,tarde,161.458,157.852,0.9777,0.85,-2.23,🟢 NORMAL,190.27,134.759,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,15,2026-04-06 15:00:00,PLAYA_SAN_JUAN,tarde,152.798,149.385,0.9777,0.85,-2.23,🟢 NORMAL,171.243,121.284,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,16,2026-04-06 16:00:00,PLAYA_SAN_JUAN,tarde,119.807,117.131,0.9777,0.85,-2.23,🟢 NORMAL,133.189,94.332,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,17,2026-04-06 17:00:00,PLAYA_SAN_JUAN,tarde,98.807,96.6,0.9777,0.85,-2.23,🟢 NORMAL,114.162,80.856,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,18,2026-04-06 18:00:00,PLAYA_SAN_JUAN,tarde,119.807,117.131,0.9777,0.85,-2.23,🟢 NORMAL,133.189,94.332,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,19,2026-04-06 19:00:00,PLAYA_SAN_JUAN,tarde,152.798,149.385,0.9777,0.85,-2.23,🟢 NORMAL,171.243,121.284,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,20,2026-04-06 20:00:00,PLAYA_SAN_JUAN,tarde,172.794,168.934,0.9777,0.85,-2.23,🟢 NORMAL,209.297,148.236,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,21,2026-04-06 21:00:00,PLAYA_SAN_JUAN,tarde,190.799,186.537,0.9777,0.85,-2.23,🟢 NORMAL,228.324,161.712,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,22,2026-04-06 22:00:00,PLAYA_SAN_JUAN,noche,151.072,147.543,0.9766,0.85,-2.34,🟢 NORMAL,171.243,121.284,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CABO HUERTAS - PLAYA,23,2026-04-06 23:00:00,PLAYA_SAN_JUAN,noche,118.081,115.323,0.9766,0.85,-2.34,🟢 NORMAL,133.189,94.332,"{'factor_calor_acumulado': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_playa_san_juan': 1.0, 'factor_vacaciones_escolares': 1.0, 'factor_vuelos_turismo': 1.0}"
CENTRO COMERCIAL GRAN VÍA,0,2026-04-06 00:00:00,ZONA_CENTRO,noche,6.935,6.735,0.9711,0.85,-2.89,🟢 NORMAL,3.949,2.85,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
CENTRO COMERCIAL GRAN VÍA,1,2026-04-06 01:00:00,ZONA_CENTRO,noche,26.464,25.7,0.9711,0.85,-2.89,🟢 NORMAL,31.025,19.827,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
CENTRO COMERCIAL GRAN VÍA,2,2026-04-06 02:00:00,ZONA_CENTRO,noche,17.372,16.871,0.9711,0.85,-2.89,🟢 NORMAL,31.49,17.775,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
CENTRO COMERCIAL GRAN VÍA,3,2026-04-06 03:00:00,ZONA_CENTRO,noche,24.636,23.924,0.9711,0.85,-2.89,🟢 NORMAL,25.718,14.798,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
CENTRO COMERCIAL GRAN VÍA,4,2026-04-06 04:00:00,ZONA_CENTRO,noche,21.504,20.883,0.9711,0.85,-2.89,🟢 NORMAL,20.669,12.898,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
CENTRO COMERCIAL GRAN VÍA,5,2026-04-06 05:00:00,ZONA_CENTRO,noche,27.216,26.43,0.9711,0.85,-2.89,🟢 NORMAL,23.075,11.828,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
CENTRO COMERCIAL GRAN VÍA,6,2026-04-06 06:00:00,ZONA_CENTRO,manana,22.508,22.118,0.9827,0.85,-1.73,🟢 NORMAL,23.824,12.255,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
CENTRO COMERCIAL GRAN VÍA,7,2026-04-06 07:00:00,ZONA_CENTRO,manana,15.245,14.981,0.9827,0.85,-1.73,🟢 NORMAL,29.294,14.322,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
CENTRO COMERCIAL GRAN VÍA,8,2026-04-06 08:00:00,ZONA_CENTRO,manana,20.522,20.167,0.9827,0.85,-1.73,🟢 NORMAL,31.699,16.677,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
CENTRO COMERCIAL GRAN VÍA,9,2026-04-06 09:00:00,ZONA_CENTRO,manana,0.1,0.098,0.9827,0.85,-1.73,🟢 NORMAL,32.785,20.495,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
CENTRO COMERCIAL GRAN VÍA,10,2026-04-06 10:00:00,ZONA_CENTRO,manana,0.1,0.098,0.9827,0.85,-1.73,🟢 NORMAL,31.16,22.696,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
CENTRO COMERCIAL GRAN VÍA,11,2026-04-06 11:00:00,ZONA_CENTRO,manana,0.1,0.098,0.9827,0.85,-1.73,🟢 NORMAL,32.681,22.837,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
CENTRO COMERCIAL GRAN VÍA,12,2026-04-06 12:00:00,ZONA_CENTRO,manana,4.583,4.504,0.9827,0.85,-1.73,🟢 NORMAL,29.257,20.497,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
CENTRO COMERCIAL GRAN VÍA,13,2026-04-06 13:00:00,ZONA_CENTRO,manana,24.868,24.438,0.9827,0.85,-1.73,🟢 NORMAL,39.494,28.495,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
CENTRO COMERCIAL GRAN VÍA,14,2026-04-06 14:00:00,ZONA_CENTRO,tarde,39.94,39.048,0.9777,0.85,-2.23,🟢 NORMAL,43.444,31.344,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
CENTRO COMERCIAL GRAN VÍA,15,2026-04-06 15:00:00,ZONA_CENTRO,tarde,25.306,24.741,0.9777,0.85,-2.23,🟢 NORMAL,39.494,28.495,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
CENTRO COMERCIAL GRAN VÍA,16,2026-04-06 16:00:00,ZONA_CENTRO,tarde,8.572,8.38,0.9777,0.85,-2.23,🟢 NORMAL,35.544,25.646,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
CENTRO COMERCIAL GRAN VÍA,17,2026-04-06 17:00:00,ZONA_CENTRO,tarde,8.572,8.38,0.9777,0.85,-2.23,🟢 NORMAL,35.544,25.646,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
CENTRO COMERCIAL GRAN VÍA,18,2026-04-06 18:00:00,ZONA_CENTRO,tarde,25.306,24.741,0.9777,0.85,-2.23,🟢 NORMAL,39.494,28.495,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
CENTRO COMERCIAL GRAN VÍA,19,2026-04-06 19:00:00,ZONA_CENTRO,tarde,40.378,39.476,0.9777,0.85,-2.23,🟢 NORMAL,43.444,31.344,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
CENTRO COMERCIAL GRAN VÍA,20,2026-04-06 20:00:00,ZONA_CENTRO,tarde,4.791,4.684,0.9777,0.85,-2.23,🟢 NORMAL,35.544,25.646,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
CENTRO COMERCIAL GRAN VÍA,21,2026-04-06 21:00:00,ZONA_CENTRO,tarde,12.131,11.86,0.9777,0.85,-2.23,🟢 NORMAL,23.697,17.097,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
